,Title,Description
192,"Software Engineering Intern (Poker) - Winter 2022 - Toronto, ON - Indeed.com","Do you want to define what PLAY means on web? We're currently looking for Co-op developers to join our Poker
team in Toronto.
Zynga developers don't just develop some of the world's largest games, we deliver some of the world's largest
infrastructures. We blaze trails in all facets of game design, web technologies, and massive scalability. Zynga faces a
number of challenges unique to our situation: the large data requirements of online gaming require us to continually
push boundaries to discover the best solutions. Our developers are willing to pick up any of the languages,
technologies, or methodologies necessary to smite a challenge. And if a conventional solution doesn't exist, we
innovate as necessary!
Job Responsibilities
+ Work with an experienced team to help build innovative new features
+ Enhance, optimize, fix and harden existing features
+ Brainstorm new ideas for features, optimizations and improvements with the team
+ Collaborate with other disciplines and teams in a fast-paced startup-like environment
+ Learn the latest technologies and best practices with your own mentor
+ Participate in hackathons to experiment and build out cool new game and feature ideas
Required Skills
+ Enrolled in computer science, engineering or related technical discipline
+ Solid foundation in computer science fundamentals including data structures, algorithms and OOP
+ Experience with one or more of: JavaScript, C#, Java, Obj-C, PHP, C/C++
+ Ability to work in a fast-paced environment on a small, dynamic and nimble team
+ Familiarity with agile practices and overall development lifecycle
+ Experience with version control and continuous integration tools
+ Knowledge of client rendering frameworks is a bonus (eg. Unity, Cocos2d)
+ Passion for games and latest web technologies!
Our Perks
+ Highly competitive salary
+ Remote set up + ramp up
+ Company wide Hackathons
+ Awesome team events
+ Work with the best tools – get your own Macbook
+ Happy Hour every Friday
+ Much more…
We are an equal opportunity employer and we are committed to building a diverse and talented workforce. We do not
discriminate on the basis of race, sex, religion, colour, national origin, gender, gender identity, sexual orientation, age,
marital status, veteran status, medical condition, disability, or any other class or characteristic protected by applicable
law. We welcome job-seekers, players, employees, and partners from all backgrounds to join us!
We will consider all qualified job-seekers with criminal histories in a manner consistent with applicable law.
We are committed to providing reasonable accommodations to qualified individuals with physical or mental disabilities
in order to participate in the job application or interview process, to perform essential job functions, and to receive
other benefits and privileges of employment. Please contact us at AccommodationRequest@zynga.com to request
an accommodation associated with your application for an open position.
Careers Category:
Internships & New Graduate Programs
Careers location:
Toronto, Canada
Requisition ID:
P209987"
193,"Software Developer - Tavistock, ON - Indeed.com","Are you looking for a challenging and rewarding career with an employer who will play an active role in your professional development? Would you like to be part of a team that builds and supports software that helps people when they have had a car accident or suffered a fire? At
SEH Computer Systems Inc.
, we work together, share common values of excellence and innovation, and help each other grow and achieve goals. Every day, you'll have new and exciting opportunities to make life easier for our Clients - who are at the heart of everything we do. SEH Computer Systems Inc. has a startup feel but is well funded and has been around for over 20 years.
SEH Computer Systems Inc is looking for an experienced
Software Developer
with strong design and programming skills who wants to contribute to the company’s success. The Software Developer will be part of a cross-functioning Agile team working on one or more of the following areas: analytics, product transformation, legacy product maintenance and support. The ideal candidate will thrive in a fast-paced problem-solving environment and will focus on delivering value to our clients through developing high-quality code. Your resilient work attitude and team player approach helps everyone achieve their best results.
Of particular value is experience with any of the following:
Strong programming skills in C/C++, C#
Entity framework
MS SQL Server
Blazor
Azure DevOps
We want great people and are more interested in how you work than how long you have worked. Are you a strong developer but these aren’t your core skills? No problem, we support growth through teamwork and encourage continuous learning and development.
What’s in it for you?
A Pension program to help build and enhance your future financial security
Flexible Benefits from the day you join to meet the needs of you and your family
An environment of continuous learning and improvement
Flexible hours and work from home options to support work/life balance
Our team-based culture and client focus make this a special place to work. If you don’t like working on a team or striving to meet and exceed the needs of our clients, please don’t apply."
194,".Net Developer - Fredericton, NB - Indeed.com","SNB Technology Services, via the Business Applications Services team supporting the New Brunswick Legal Aid Services Commission requires the services of a Programmer to assist them in the development of the necessary changes required to the Case Management system used by the Office of the Public Trustee.
MANDATORY REQUIREMENTS
SNB seeks a resource that demonstrates the following mandatory (must have) experience:
Resource must possess a minimum of three (3) years of development experience.
Resource must possess excellent verbal and written language skills in English.
Availability to participate in project activities between November 2021 – March 2022
The proposed resource must meet or exceed one of the following combinations of education and certification:
-University Degree (Information Technology related);
-Community College Diploma (Information Technology related, 2-year program); or
-An equivalent level of education and experience may also be considered
Additional Requirements
SNB seeks a resource that demonstrates the following qualifications and experience:
Resource possesses experience with Team Foundation Server (TFS) 2017+.
Resource possesses experience developing bilingual based software.
Resource has demonstrable and verifiable experience with .Net 4.5+ runtime, Visual Studio 2012+ and SQL Server 2008R2+ as development tools.
Resource possesses experience in commenting source code and updating TFS.
Resource possesses strong unit testing skills.
Resource possesses experience developing SSRS 2017+ reports.
Resource possesses experience developing financial accounting solutions.
DELIVERABLES
The successful candidate must deliver the following in order to successfully complete the engagement:
.Net development: Develop effective and efficient technical solutions to meet business needs based on approved requirements and following established coding practices. Solution delivery will require participation in design reviews, code reviews and unit testing of developed solutions.
Work with Project’s Project Lead/Business System Analyst: Utilize requirements documented by the Project’s Business Systems Analysts (BSA), solicit clarity from, and provide feedback to the BSA as required to ensure clarity of these requirements.
Attend required meetings: Actively participate in solution design, code review, project status and team meetings
Team Foundation Server: Update Team Foundation Server project tasks daily to track work completed, decisions made and status of tasks.
Knowledge Transfer: Actively ensure knowledge of developed solution is transferred to the Senior Programmer Analyst by way of documented materials and verbal discussion.
Reference ID: RED 14884 - 11/24/2012
Contract length: 79 days
Expected start date: 2021-12-06
Job Types: Full-time, Temporary, Contract
Salary: $45.00-$50.00 per hour
Schedule:
8 hour shift
COVID-19 considerations:
All suppliers and workers entering the province of New Brunswick for work purposes must comply with the requirements established by WorkSafe NB and Public Health, including isolation requirements where applicable.
Application question(s):
Available between December 2021 and April 2022
Education:
Bachelor's Degree (preferred)
Experience:
Software development: 3 years (preferred)
Team Foundation Services (TFS): 2 years (preferred)
Bilingual software: 1 year (preferred)
.Net 4.5+: 2 years (preferred)
Visual Studio 2012+: 2 years (preferred)
SQL Server 2008R2+: 2 years (preferred)
Commenting code: 2 years (preferred)
Unit testing: 2 years (preferred)
SSRS: 2 years (preferred)
Financial accounting: 1 year (preferred)
Language:
English (preferred)
Work remotely:
No"
195,"Full Stack Developer - Toronto, ON - Indeed.com","Speer Technologies is Toronto based technology hub partnered with some of the largest technology incubators within the Greater Toronto Area. Our team consists of passionate innovators and open minded thinkers, with the drive to build unique technologies that are getting FDA approved, ADA approved or provisional patents. Speer focusses on building ground breaking technologies with partnerships in Italy, Germany, California and France. Partnering to build unique products allows our designers and developers to gain unique exposure to end to end product development lifecycles.
As a startup, we expect you to learn while delivering high quality code and producing for our tight timelines with partners. Our fast paced environment provides exposure to many different languages, software, work environments and people improving your communication skills, technical and transferrable skillset.
Speer’s goal is to collaborate with innovative brands to create a renown experience. We provide lots of opportunity for growth.
What You’ll Do
Develop visually appealing front-end/back-end website architecture, including mock-ups and wireframes from our UX and UI designers
Maintain, improve, and test our web and mobile applications
Develop functional databases, applications, and servers to support the website on the back end
Give and receive constructive feedback on your team’s work via code reviews and testing
Effectively contribute suggestions and new ideas to enhance performance and usability
Keep your skills up-to-date and make recommendations on software approaches, architectures, and vendors
Aspire to take a high degree of code, process, and delivery responsibility
Enthused to work in an agile / high-paced environment where code backed by automated tests is shipped into production frequently
Collaborate with a cross-functional team to plan, design, and execute sprints
Responsibilities:
Develop and implement low-latency, highly performant server-side components by writing efficient, reusable, and maintainable code
Collaborate with team members to contribute to improvements in process and infrastructure
Leverage available tools/systems to proactively identify and resolve defects
Implement effective security protocols and data protection measures
Work with frontend developers on the integration of application elements
Skills Required:
Proficiency with fundamental front end languages such as HTML, CSS and JavaScript.
Experience working in diverse teams
Must have at least 1 year of experience working as a Back-end developer
Proficient level of Node.js experience with components, classes and associated technologies
Good knowledge of popular node libraries/components in open source community
Brainstorm, concept, and collaborate with architects, front-end, and product team to come up with practical application solutions.
Following and implementing the latest coding trends, tricks/hacks and best practices along with conveying the message to the other team members
Excellent verbal and written communication skills and able to interact professionally with a diverse group of people
Familiarity integrating with external APIs and SDKs
Strong skills writing testable and maintainable code
Strong foundation with unit testing
Good understanding of asynchronous programming
Proficient understanding of code versioning tools, such as Git
Experience with MongoDb and Redis data storage solutions, or other DB solutions
Collaborate with team members to contribute to improvements in process and infrastructure
Leverage available tools/systems to proactively identify and resolve defects
Implement effective security protocols and data protection measures
Work with frontend developers on the integration of application elements
Preferred Skills (we understand you learn on the job too!):
Node.js, Typescript, JavaScript, Express.js, MondoDb, Redis, Jest, Yarn and related technologies
React.js, JavaScript, HTML, CSS, Jest, Yarn and related technologies
Ideally you will also have:
An Agile mindset with experience working in Agile environment
Swift/Kotlin experience
A spirit of collaboration and transparent communication
A natural curiosity for new scripting languages , frameworks and technologies
High personal code/development standards (peer testing, unit testing, documentation, etc)
Team spirit and a sense of humour is always great
Job Types: Full-time, Permanent
Salary: $60,000.00-$90,000.00 per year
Additional pay:
Bonus pay
Benefits:
Company events
Discounted or free food
Flexible schedule
Paid time off
Profit sharing
Stock options
Tuition reimbursement
Wellness program
Work from home
Schedule:
8 hour shift
Day shift
Overtime
COVID-19 considerations:
We have shifted to an entirely virtual environment. Our team takes initiative and operate well independently or as teams so we've been working a blend of remote/in office since we've started Speer.
Application question(s):
Please list the types of databases you have worked with
Please list the front end technologies you have worked with
Please share a link to a portfolio with front end products you've created the user experience for
Experience:
Node.js: 1 year (preferred)
Express.js: 1 year (preferred)
React: 1 year (preferred)
Amazon Web Services: 1 year (preferred)
Microservices: 1 year (preferred)
Work remotely:
Yes"
196,"Intermediate Python Developer - Surrey, BC - Indeed.com","Job number:
000549
Company:
Delta Controls
Department:
Product Development
Area:
Product Development , Software Development , Software Engineering
Description:
Delta Controls Inc. is looking for an Intermediate Python Developer to join our Product Development Team. As an Intermediate Developer with Delta Controls, you will work with your project team to create leading-edge data archiving solutions for worldwide use in the Building Controls industry. Your ability to innovate, problem-solve and quickly adapt to change is very important in this role, as you will work on rapidly evolving products in a rapidly evolving industry.
Work location:
This position is eligible to remote applicants (work from home or telecommute).
City:
Surrey, BC
Country:
Canada
Type:
Hire
Schedule:
Full time
Details:
About Delta Controls Inc.
Delta Controls is the benchmark for building controls manufacturers, being one of the most respected organizations in our industry, with more than 300 Partners/Distributors in over 80 countries. For more than three decades Delta Controls has offered innovative and exciting building automation solutions for commercial, healthcare, education, leisure buildings and more. As industry leaders, our track record includes delivering the world’s first fully integrated native BACnet building solution encompassing HVAC, lighting and access control products.
As part of Delta Electronics Inc., the global leader in switching power supply solutions and DC brushless fans and an $8+ billion USD organization, Delta Controls is able to bring some of the most energy efficient and sustainable solutions to buildings around the world, working together toward our shared vision of developing technologies aimed at reducing global warming and ensuring a sustainable future for mankind.
Building engineers around the world use Delta Controls' web applications to manage and control buildings in some of the most prominent locations across the globe, and include airports, hospitals, sports arenas, university campuses, European transit hubs, luxury residential buildings, and more. Our goal is to create the most energy-efficient and sustainable solutions that can be used in any building.
Responsibilities:
Delta Controls Inc. is looking for an
Intermediate Python Developer
to join our Product Development Team. As an Intermediate Developer with Delta Controls, you will work with your project team to create leading-edge data archiving solutions for worldwide use in the Building Controls industry. Your ability to innovate, problem-solve and quickly adapt to change is very important in this role, as you will work on rapidly evolving products in a rapidly evolving industry.
Duties and Responsibilities
Design and develop a salable application to provide data archiving solution and data collection
Contribute to system design and software architecture
Deliver scalable, reusable, testable and clean code with proper commenting and version control
Work with developers, quality assurance specialists, designers, and product managers to implement new features
Participate in the complete lifecycle of software development using Agile development techniques like daily stand-up, sprint planning, task estimation and development
Stay current with new technology, evolving solutions and industry standards
Perform code review for peer, and provide succinct and relevant feedback
Create and maintain internal documentation that communicates product design, implementation and changes
Main skills required:
Experience and Qualifications
2+ years’ experience as a software developer
Proficient in Python3 using object-oriented analysis and design (OOAD) methodologies
Experience with Python3 unittest, Flask, SQLAlchemy, Alembic, Multiprocessing, Threading and Packaging
Expertise with PostgreSQL and relational databases
Strong Linux & Windows developer skills
Bachelor's degree in Computer Science/Engineering or equivalent experience
Experience required:
Bonus Qualifications
Familiar with Apache2 and IIS configurations
Experience with Python3 Pika
Experience with RabbitMQ
Experience with Linux Debian installer and Windows WiX installer
Years of relevant experience required:
5 years
Education required:
Bachelor's degree , Associates or technical diploma
Compensation details:
Upon hire
, in addition to a competitive compensation package, we also offer a unique work environment that is designed for people who like to work hard and play hard too! Here are just a few examples:
3 weeks of vacation
Sign-On Bonus
Employer paid premiums for life insurance, health and family-focused benefits such as the employee assistance program, extended health, vision and dental benefits
Onsite fitness center
Company paid personal days off
RRSP match program
Annual Bonus Program
Annual sabbatical allowance
To apply,
go to our careers site at
https://careers.deltacontrols.com
. Complete or update your profile and submit your application online.
Next, go to the applied jobs list to ensure your application has been fully processed. You are also welcome to add or manage job alerts within your candidate account.
The candidate must be legally-entitled to work in the country where the job is offered, for any employer, without requiring sponsorship. While we will consider all applications, only those short-listed for interviews will be contacted. No phone calls, please. No outside agencies or recruiters, please.
Keywords:
Remote Telecommute Work from home Python Developer Engineer PostgreSQL Linux
Job Type: Full-time"
197,"Linux Software Developer - London, ON - Indeed.com","Wabtec Corporation is a leading global provider of equipment, systems, digital solutions and value-added services for freight and transit rail. Drawing on nearly four centuries of collective experience across Wabtec, GE Transportation and Faiveley Transport, the company has unmatched digital expertise, technological innovation, and world-class manufacturing and services, enabling the digital-rail-and-transit ecosystems. Wabtec is focused on performance that drives progress, creating transportation solutions that move and improve the world. Wabtec has approximately 27,000 employees in facilities throughout the world. Visit the company’s new website at: http://www.WabtecCorp.com .
It’s not just about your career… or your job title…it’s about who you are and the impact you are going to make on the world. Do you want to go into uncharted waters…do things that haven’t been done to make yours and someone else's life better? Wabtec has been doing that for decades and we will continue to do so! Through our people, leadership development, services, technology and scale, Wabtec delivers better outcomes for global customers by speaking the language of industry.
Reporting to the Software Development Manager, this position is responsible for providing software and software documentation for systems of varying size and complexity. Specifically, the Software Developer will be responsible for but not limited to:
Development software in a CMMI ML2 environment as a member of the software team
Test, debug and improve code
Analyze new requirements
Investigate new technologies, research, design and write new software programs
Write technical documentation
Work collaboratively with other members of the team, assisting and advising on technical matters as required.
Qualifications:
Degree/diploma in Computer Science or closely related field.
Five years’ experience with C programming on Linux
Ability to communicate (verbal and written) clearly, accurately, and eloquently in English
Ability to document the design architecture prior to coding
Excellent attention to detail in all phases of software development and testing
Customer facing experience (demo’s, support, technical presentations, etc.)
The following qualities would be advantageous:
Embedded Linux experience
Linux kernel module development experience working with hardware at the PCB level
Efficient self-motivator with a proven ability to prioritize multiple streams of work and meet deadlines
Wabtec Corporation is committed to taking on the world’s toughest challenges. In order to fulfill that commitment we rely on a culture of leadership, diversity and inclusiveness. We aim to employ the world’s brightest minds to help us create a limitless source of ideas and opportunities. We believe in hiring talented people of varied backgrounds, experiences and styles…people like you! Wabtec Corporation is committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or expression, or protected Veteran status. If you have a disability or special need that requires accommodation, please let us know."
198,Software Developer (Remote work option available) - Remote - Indeed.com,"Doxim is the customer communications and engagement technology leader serving financial and regulated industries. Our platform with its suite of integrated, SaaS software and document technology solutions helps clients digitize operations, improve efficiency, and modernize customer experience. With Doxim, clients can communicate reliably and effectively, improve cross-sell and upsell opportunities, and drive increased loyalty and wallet share through personalized omnichannel communications.
In this role, you report to the Professional Services Manager and are a member of the Statements & Reporting team. In this position you will be a key member responsible for implementations of our cloud-based ECM product and statement solutions. The role requires a technically capable, self-motivated individual with a solid understanding of the software development and project delivery lifecycles. In addition to solid analytical and technical expertise, time management and good communication will be a key element to success in the role as you work daily with multiple internal and external teams.
Qualifications
Completion of University or College in Computer Science or related field
2+ years experience in software development or technical support role
Proficiency in HTML/XHTML, XML/XSL, CSS and one of Java, C#, .NET, or batch processing
Experience working on web applications, XML web services and/or web servers is an asset
Understanding of relational data modeling and SQL proficiency in MS SQL Server or other DBMS
Understanding of core programming concepts, theories and patterns
Experience working with issue tracking tools and source control systems.
The ability to handle multiple priorities and escalate to the reporting manager as necessary
A strong team player with the ability to work with various teams including business analysts, QA and customer support
Has strong problem solving and troubleshooting skills
Willingness to adapt to business processes and driven to help improve them.
Ability to communicate clearly and accurately in English, both verbal and written
Experience with document management and production is an asset
Experience working with SQL Server Integration Services is an asset
Experience using JIRA, MS Sharepoint is considered an asset
Experience working in a highly regulated business environment is an asset
What you will do…
Configuration of Doxim’s digital document processing applications, IE. ECM, API setup, e-Notification, and document archiving.
Assist clients in API portal integrations with Doxim products.
Responsible for building and maintaining robust small and mid-sized statement composition projects.
Communicate effectively with internal and external stakeholders to ensure that implementation meets agreed upon specifications.
Apply your knowledge of the software development lifecycle and development best practices to produce high quality output in your projects.
Understanding of the roles and responsibilities of the various members of a project team.
Interpret customer requirements documentation and convert requirements into efficient and easily maintainable document design layouts.
Working with project teams to define customer requirements and generate product solutions.
Be an eager and collaborative member of a project team, with a firm understanding and appreciation for client commitments, and a proactive attitude towards identify and acting upon risk.
Strong interpersonal skills to build relationships with internal stakeholders, to understand requirements, propose solutions, provide application support and provide some basic training.
Doxim and encourages applications from people with disabilities. Accommodations are available on request for candidates taking part in all aspects of the selection process.
BN82JB0rRr"
199,"Software Development Engineer Intern - Summer 2022 (Canada) - Vancouver, BC - Indeed.com","Currently enrolled in an Associate’s, Bachelor’s or Master’s Degree in Computer Science, Computer Engineering
Programming experience with at least one modern language such as Java, C++, or C# including object-oriented design
Knowledge of Computer Science fundamentals such as object-oriented design, algorithm design, data structures, problem solving, and complexity analysis.
At Amazon, we hire the best minds in technology to innovate and build on behalf of our customers. The intense focus we have on our customers is why we are one of the world’s most beloved brands – customer obsession is part of our company DNA. Our interns write real software and collaborate with a select group of experienced software development engineers (SDEs) who guide interns on projects that matter to our customers.
As an intern, you will be matched to a manager and a mentor. You will have the opportunity to influence the evolution of Amazon technology and lead mission critical projects early in your career. Your design, code, and raw smarts will contribute to solving some of the most complex technical challenges in the areas of distributed systems, data mining, automation, optimization, scalability, and security – just to name a few.
In addition to working on an impactful project, you will have the opportunity to engage with Amazonians for both personal and professional development, expand your network, and participate in activities with other interns throughout your internship. No matter the location of your internship, we give you the tools to own your project and learn in a real-world setting. Many of our technologies overlap, and you would be hard pressed to find a team that is not using Amazon Web Services (AWS), touching the catalogue, or iterating services to better personalize for customers.
Key Job Responsibilities
Collaborate with experienced cross-disciplinary Amazonians to conceive, design, and bring innovative products and services to market.
Design and build innovative technologies in a large distributed computing environment, and help lead fundamental changes in the industry.
Create solutions to run predictions on distributed systems with exposure to innovative technologies at incredible scale and speed.
Build distributed storage, index, and query systems that are scalable, fault-tolerant, low cost, and easy to manage/use.
Ability to design and code the right solutions starting with broadly defined problems.
Work in an agile environment to deliver high-quality software.
Amazon internships are full-time (40 hours/week) for 12 consecutive weeks with start dates between May and June 2022. Applicants should have a minimum of one quarter/semester remaining in their studies after their internship concludes.
NOTE:
By applying to this position, your application will be considered for all locations we hire for in Canada including, but not limited to: Vancouver, BC; Toronto, ON, Winnipeg, MN, Victoria, BC, Ottawa, ON, Calgary, AB, Montreal, QC. Locations are subject to change.
If this opportunity interests you, apply and come chart your own path at Amazon.
NOTE:
Applications are reviewed on a rolling basis. For an update on your status, or to confirm your application was submitted successfully, please login to your candidate portal. Please understand that we are reviewing a high volume of applicants, and appreciate your patience as we review applications for future Amazonians!
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, disability age, or other legally protected status. If you would like to request an accommodation, please notify your recruiter.
Previous technical internship(s), if applicable.
·
Experience with distributed, multi-tiered systems, algorithms, and relational databases.
Experience in optimization mathematics such as linear programming and nonlinear optimization.
Ability to effectively articulate technical challenges and solutions.
Adept at handling ambiguous or undefined problems as well as ability to think abstractly."
200,Angular Developer - Remote - Indeed.com,"Angular Developer: small company, wildly creative.
Looking to break your routine? Enjoy thinking outside the box? Want to stretch your creative horizons? We hear you. If you are a senior front-end developer looking for a positive change in your career now, then meet Empower.
We’re a full-service Digital Media company that assists businesses of all sizes with the creation, design, and deployment of social media marketing strategies/campaigns since 2011. We’re in full expansion mode as we develop the next generation of our platform using .Net Core, Angular and mobile technologies. This is an opportunity to join a dynamic and expanding team, where your opinion and experience will be instrumental and welcome. Empower is #distrupting the agency model by creating a revolutionary digital marketing assistant for companies that will operate on a global level and integrate the latest AI technologies.
Compensation:
$90,000 - $110,000 yearly
Responsibilities:
Develop an evolving web & mobile application, with a focus on high quality and high performance
Participate in the front-end application architecture
You’ll be responsible for using and enforcing front-end best practices
Provide support & mentoring to junior developers
Qualifications:
5 years of front-end development experience, ideally with Angular
Sense of humor
Experience with REST API’s
Open-minded with a thirst for learning
Experience with HTML, CSS, and JavaScript
Knowledge or interest in Ionic would be considered a bonus
About Company
Empower is an application that takes care of all the marketing needs of small and medium businesses through a fun interface encouraging marketing actions through automation and human experts.
We hire professionals who are eager to learn, grow, and help businesses in all industries succeed. We offer competitive salaries and benefits and our employees have the freedom to work anywhere in the world (or from any WeWork office) alongside a collaborative team, excellence, honesty, and fun!"
201,"Software Test Developer - 2021 New Graduate - Kitchener, ON - Indeed.com","Multiple locations
Kitchener, Ontario | Remote - Canada | Winnipeg, Manitoba
You understand testing, you understand coding, and you strive to use both skills to improve the testing of our products and services.
D2L is a cloud company that is modernizing education and building the Future of Work. The old models of teaching and learning are in the midst of the largest transformation in history, and D2L is at the heart of that fundamental shift.
New models of teaching and learning enable a personalized, student-centric experience – and deliver improved retention, engagement, satisfaction, and results for learners of all ages – in schools, campuses, and companies.
D2L is disrupting the way the world learns, by providing the next generation learning environment and solutions to engage and inspire learners. And most importantly, by giving customers a platform that is easy, flexible, and smart. No other company provides a solution as robust and innovative as D2L.
D2L’s has had a singular mission for 20 years and is dedicated to that same mission in the years ahead: to transform the way the world learns – and by doing so, we will help improve human potential globally.
MAKE A DIFFERENCE!
Software Test Developers at D2L are passionate about building quality, secure, high performing software. They tackle tough technical and non-technical testing challenges. You will contribute to technology that will transform teaching and learning for millions of people. Improving education for millions of people provides a rare opportunity to make a real and significant difference in the world!
LOVE HOW YOU DO IT
You will work on an Agile development team which includes Developers, Testers, Designers, a Technical Product Manager, and a Development Manager
Teams can tackle any problem in any area, ensuring exposure to a variety of problems and technologies
All members of the team contribute to the definition, requirements, development, and testing of the problems we are solving
Our testers are flexible, and can adapt how they spend their time according to the needs of their team and projects
HOW WILL I MAKE AN IMPACT?
Take charge of your team’s overall quality strategy; help the team to adapt and optimize for quality up front, rather than providing a safety net to catch failures
Leverage your strengths to help your team improve quality in various ways: perhaps you’ll contribute to product code, participate in code reviews, design and write automated tests, plan and execute exploratory testing, implement reliability engineering strategies, or take on any other activities that will help your team increase confidence in what they’re building
Coach other members of your team about how to approach quality-related activities, and foster a mature quality culture within the team
Be a compelling communicator of quality concerns
WHAT IS D2L LOOKING FOR FROM ME?
Your experience is important, but most of all we are looking for people who are quick to learn, passionate about what they do, and are eager to collaborate with others to create innovative products that will delight and inspire our users. In general we are looking for:
You thrive at finding defects and design issues in software during all phases of the software development process
You have a high bar for quality, software performance, and security
You create and nurture feedback loops to provide information for continuous improvement of testing
You have coding (Swift, Objective-C, C#, Java) and/or scripting skills (JavaScript, Python, Perl, PowerShell) to enable you to read production code and contribute to test automation
You identify risks and gaps in analysis and test coverage through sound critical thinking
You design effective automation tests and contribute to automation frameworks
You collaborate effectively, helping your team to develop testable features, and identifying test tasks during design
You are passionate about our users and are their advocates in the development process
OPEN, COLLABORATIVE, LEARNING
Join one of D2L's Communities of Practice to sharpen your skills and discuss big picture issues
Attend one of many internal lunch and learns
Attend conferences and workshops
Propose approaches to solve common problems - we welcome all new ideas
Mentor and learn
Be an active member of the testing community, always pushing the boundaries of testing methodologies
EDUCATION REQUIREMENTS:
Bachelor's degree or diploma in computer science, computer engineering or similar technical discipline who graduates in 2021
Why D2L Kitchener is awesome!
Flexible work hours
Health and wellness programs
Collaborative work environment
Dog Friendly office
Snacks and food trays!
Foosball and Ping-Pong tables
Showers on site
Centrally located in downtown, close to restaurants and pubs, easily accessible by public transit"
202,Full Stack Developer - Remote - Indeed.com,"At Punchcard, we’re in the process of inventing a new type of consulting agency, and we need great people to come along this journey with us. Our clients come to us to help them solve interesting challenges using technology. We’re scaling our team of software developers and are currently looking for a Full Stack Developer.
You'll be joining our team at an interesting time; we are still small, but we are beginning to grow, and we need people to help shape the future of Punchcard. If you have several years of experience as a software developer, have worked on projects with a variety of clients and users and are excited about the opportunity to work with a growing team and roll up your sleeves to create some amazing software, then this could be the role for you
Here's your chance to work on something that really matters and do the best work of your career.
Responsibilities
Work with design teams and product managers to ideate software solutions
Develop and manage well-functioning databases and web and mobile applications
Test software to ensure responsiveness and efficiency
Troubleshoot, debug and upgrade software
Create security and data protection settings
Build features and applications with a mobile responsive design
Communicate with your peers via work tracking, source control and messaging
Necessary Skills and Experience
A love of solving interesting problems.
1+ years of actual experience working as a software developer.
Experience with React, Angular.js or another JavaScript framework.
Experience with C#, SQL Server, VSCode/Studio and Microsoft Azure.
Experience developing web and mobile applications.
Excellent written and oral communication skills.
Strong analytical and problem-solving skills.
Ability to multi-task to manage competing demands.
A degree in computer science, design, business, or technology or comparable work experience.
High personal integrity and team-orientation.
An entrepreneurial spirit.
What to Expect
Engaging and challenging projects – if you want to do the same thing over and over again, Punchcard isn’t for you. If like puzzles and solving problems, then we are for you.
A competitive salary, commensurate with your experience.
Employee group benefits (including disability and life insurance, dental, and extended health).
Flexible hours.
A team dedicated to creativity, including regular company-wide hack days to experiment and innovate with different teams.
A highly collaborative work environment, with a group of people who love what they do.
Challenging projects while working with the most interesting cutting-edge technologies.
A company that’s invested in Edmonton’s future, with members engaged with and sitting on the boards of groups centered around development, technology, and innovation.
Opportunities for advancement, professional development, and the chance to be mentored by industry leaders.
A cool place to work in the heart of downtown Edmonton right on 104th Street—of course, when the pandemic is over.
An opportunity to work with and learn from passionate and highly skilled team members who work together to ensure everyone succeeds.
We always look for people who are comfortable wearing different hats, so don’t worry if you don’t think you’re a perfect fit for the role – we’re still interested in hearing from you.
At Punchcard, we are an equal opportunity employer, and we do not discriminate on the basis of race, religion, color, sex, gender identity, sexual orientation, age, non-disqualifying physical or mental disability, national origin, veteran status or any other basis covered by appropriate law. All employment is decided on the basis of qualifications, merit, and business need."
